"sample","score_1","score_2","score_3","score_4"
"HG00231","-42.951242320472375","23.286538592539728","-3.5424009789712727","-7.879418524564244"
"HG00232","-37.32746639987454","24.996674853377044","4.887730231974274","-5.642191443359479"
"HG00233","-38.15549655538052","24.886086534243077","3.9182681721867993","-4.703569063334726"
"HG00234","-36.62758321349975","20.870276770554483","4.883806766709313","4.84945865906775"
"HG00235","-44.99556532735005","28.288561582565308","9.024305475642905","5.180366226355545"
"HG00236","-33.18571140314452","24.608821742236614","3.8593684934312478","-12.846095004002564"
"HG00237","-25.17148940754123","22.096410014200956","3.5025600796798244","-6.020947977202013"
"HG00238","-43.070736400200985","21.338426168775186","2.554756677360274","-5.252489895559847"
"HG00239","-41.76477108965628","25.000050902366638","3.722608007490635","-4.744877081131563"
"HG00240","-40.12320131971501","26.327905654907227","0.8115381130483001","-12.345936376485042"
"HG00242","-30.448876001872122","24.19522143434733","10.75595705176238","-5.066754667088389"
"HG00243","-36.527847661986016","15.2463648179546","-0.1509293542476371","-8.722339523723349"
"HG00244","-33.77342824952211","22.454849282978103","2.1738396350992844","0.32675602997187525"
"HG00245","-39.356570703093894","22.607148230075836","-1.9186425567604601","3.3201911536743864"
"HG00246","-40.28464885591529","26.366415734402835","-1.9235074212774634","-9.601793183479458"
"HG00250","-43.79454442136921","24.8194747203961","8.092099814675748","-10.741253370186314"
"HG00251","-30.692052938393317","25.805808475008234","5.381730499444529","-3.45570934494026"
"HG00252","-38.19282697048038","22.99316649371758","3.2209521611221135","-8.570429001701996"
"HG00253","-37.76718596986029","21.374792960472405","3.9215634639840573","-5.741419155965559"
"HG00254","-34.95476143620908","22.211099890060723","-0.6704846055945382","-13.058839318458922"
"HG00255","-41.28445216175169","23.088036379078403","-1.9112154296599329","-10.657781663700007"
"HG00256","-34.150802828138694","20.254534125328064","1.8683904423378408","-1.094794786768034"
"HG00257","-35.854389451560564","20.174625859363005","-2.911008044378832","-6.3492483156733215"
"HG00258","-44.62337883235887","27.270656595937908","0.996517606312409","-1.4511025681858882"
"HG00259","-36.12112567969598","20.24949133489281","-8.355165913002566","-5.004694908158854"
"HG00260","-47.05181365623139","23.341190790524706","-3.4799719161819667","3.0045658122980967"
"HG00261","-33.460719493217766","30.728723168373108","0.5171102884924039","-12.225111046689562"
"HG00262","-32.445043202489614","26.995078086853027","-4.476337678031996","0.6320116214919835"
"HG00263","-44.57310061622411","18.022849566303194","1.3630442516878247","8.557803311850876"
"HG00264","-41.04293435870204","8.737472140463069","4.842154811718501","-9.094116231426597"
"HG00265","-39.05954319587909","26.29469771264121","-2.0024889996275306","7.3352399514988065"
"HG00266","-48.14379353879485","24.475561344297603","3.1693595468532294","2.063787926454097"
"HG00267","-34.74995276797563","25.006591320037842","-1.0015742967370898","1.607852108310908"
"HG00268","-51.58993323566392","26.172997415065765","2.2069697215920314","1.2310240309452638"
"HG00269","-31.104130229563452","25.825129506876692","4.734592005726881","-16.81036220025271"
"HG00271","-37.12342325691134","21.49265580950305","2.588760627550073","-5.729617099743336"
"HG00272","-43.613270697998814","17.373112711356953","-2.8032097917748615","-20.526707793120295"
"HG00273","-34.83664024993777","24.327960446476936","0.9651679117232561","0.3164701310452074"
"HG00274","-33.20705665915739","26.845833461731672","6.802777016535401","-9.497367927455343"
"HG00275","-37.622763100778684","25.86083552776836","7.616376430960372","-0.0893957857042551"
"HG00276","-35.800857920665294","22.974729895591736","5.436954965931363","1.1797050894238055"
"HG00277","-37.220143712707795","26.370813601184636","-2.196150440722704","-14.54072775086388"
"HG00278","-40.54551726114005","24.853585481643677","5.365964285796508","-16.03546559077222"
"HG00280","-36.352641702862456","25.274124443531036","2.5877366218483075","-9.890438435599208"
"HG00281","-33.497381469933316","27.761743664741516","0.8141662995330989","2.541941804578528"
"HG00282","-32.92886537068989","25.204330464592203","8.498645235784352","-4.940823841840029"
"HG00284","-36.632124955183826","24.76381984888576","5.038184215780348","2.0746908648870885"
"HG00285","-20.977833789307624","22.628212213516235","2.3988969508791342","-0.6394905443303287"
"HG00288","-42.366757120005786","15.052476277574897","4.530666149687022","-5.16925666667521"
"HG00290","-37.52323197410442","20.900756060378626","10.714143363758922","-6.459977971506305"
"HG00304","-37.91735157533549","25.026873420458287","5.140061711659655","-9.673185063293204"
"HG00306","-39.13428164401557","26.00203630863689","8.798886362812482","-5.4521266971714795"
"HG00308","-37.13236885261722","18.794495072215796","1.1131470135878772","-14.194327529403381"
"HG00309","-36.902685368666425","28.69813895318657","1.1780932046240196","-2.2473014767747372"
"HG00310","-31.746178672183305","25.173758005490527","2.9695409340783954","4.546786715043709"
"HG00311","-39.94004944770131","22.622887681704015","3.5218554357998073","-10.639720265753567"
"HG00313","-34.790716502815485","26.59125816822052","0.5054984681773931","-9.706335803959519"
"HG00315","-45.144618943333626","23.03673242358491","6.444073973689228","-15.209474369185045"
"HG00318","-34.151392794097774","24.698860214091837","3.1311862349975854","3.0029088655719534"
"HG00319","-46.373318254365586","15.94091781345196","11.485932976938784","-5.702290248009376"
"HG00320","-30.274489624309354","30.779260516166687","5.471389237558469","2.380972344428301"
"HG00321","-35.77219180786051","25.291527829132974","1.0522496767807752","8.223759308224544"
"HG00323","-37.663315914571285","24.36358301877044","4.435601823963225","-5.840679598622955"
"HG00324","-35.82827335281763","23.773640983272344","0.06017979281023145","-9.83542059129104"
"HG00325","-34.58486266445834","24.091455410933122","6.5729225713294","-22.817548013525084"
"HG00326","-36.37720681086648","22.764891252852976","-0.6813008361496031","-9.165803321870044"
"HG00327","-33.74183226644527","23.323520206380635","1.0657302570762113","3.2190101676387712"
"HG00328","-42.14152726577595","22.85132920742035","4.419935858342797","-1.0752525385469198"
"HG00329","-39.23930849507451","24.98620412289165","-0.04012923943810165","-8.826034020166844"
"HG00330","-39.32474193384405","21.011373328510672","5.229765568859875","-3.899531131144613"
"HG00331","-41.35833494318649","25.72196078300476","3.748336567543447","-14.50841722136829"
"HG00332","-36.12911214795895","22.61190459667705","0.05462278996128589","-8.396327592316084"
"HG00334","-32.42316307965666","28.06450836278964","2.2623250030446798","-6.795694501372054"
"HG00335","-35.67354775592685","22.674486555159092","-0.5512165518011898","-1.2642437191680074"
"HG00336","-34.8988948490005","17.872395869810134","3.326454109046608","3.285894650267437"
"HG00337","-38.630649734521285","21.424631292233244","1.8278197675244883","-12.931238378863782"
"HG00338","-41.5965629395796","24.219964002957568","2.8673610512632877","-3.9706103678327054"
"HG00339","-38.14526368957013","26.01951916050166","6.721286345738918","-5.213511057081632"
"HG00341","-34.42466047243215","20.2834585881792","6.842885765596293","-7.924386695958674"
"HG00342","-37.404310073005036","22.801722949836403","7.583396487403661","-4.848066049977206"
"HG00343","-34.30672577768564","23.633525823941454","2.862297071143985","-3.028955337475054"
"HG00344","-34.30351894267369","24.661728081526235","2.5269785886630416","-1.0989488842897117"
"HG00345","-30.078167763189413","22.096975475549698","1.9711975667160004","11.210144379525445"
"HG00346","-40.59167524334043","19.621190287172794","2.031835206784308","-3.1649373297113925"
"HG00349","-36.08150545461103","23.4931132607162","-0.22202068846672773","-3.3446165450150147"
"HG00350","-33.48606746562291","23.53890594211407","-0.6657093602698296","-0.9300050733145326"
"HG00351","-40.45497901295312","19.336208939552307","10.528753220802173","-2.2442759207915515"
"HG00353","-38.46613074617926","23.535711084259674","2.7107689526164904","-10.162340800045058"
"HG00355","-35.51563840941526","20.491414505522698","2.7329890604596585","4.286309915594757"
"HG00356","-39.65409643796738","24.961123943328857","5.641614244086668","-6.9048289770726115"
"HG00357","-35.67122138582636","23.98234543739818","4.8770459946244955","-7.128529623732902"
"HG00358","-36.65082439943217","22.71984115568921","4.077783830231056","-8.070208226912655"
"HG00360","-36.61875899147708","20.66895500267856","7.2022715385537595","-12.059219615301117"
"HG00361","-39.29808866651729","26.83827644493431","6.110652528703213","-25.243172983988188"
"HG00362","-39.38722160237376","28.255317901959643","6.1978600807487965","0.6295916663948447"
"HG00364","-44.80341207352467","21.334560214541852","5.162372582475655","-8.99229668895714"
"HG00365","-46.727489868877456","21.361004328122362","7.129527028650045","-5.5043879637960345"
"HG00366","-40.88499644130934","23.655453885905445","-7.283416069927625","-1.8821873269043863"
"HG00367","-27.136220898013562","22.387787996791303","-2.5106014527846128","-5.805630509625189"
"HG00368","-39.66374562634155","22.015019468963146","3.062763729831204","-8.818415668793023"
"HG00369","-34.76612422580365","25.241823196411133","5.319188406690955","0.5609155769925565"
"HG00371","-43.58786968910135","24.481873139739037","6.403496341896243","-2.167076453915797"
"HG00372","-32.94419170857873","18.1946142911911","6.2183209881186485","-1.4513071395922452"
"HG00373","-42.85238332336303","20.49423412978649","8.230567279504612","-5.9430786648299545"
"HG00375","-38.867841073544696","27.81378836510703","2.666038754512556","-13.013456033077091"
"HG00376","-38.06980838137679","28.47145366668701","2.6533813719870523","-2.132894504466094"
"HG00378","-43.70060793613084","23.887507553212345","1.9492169814184308","-9.82176847057417"
"HG00379","-31.202762202126905","21.434576661791652","-3.5030176119180396","-6.794006290030666"
"HG00380","-46.4366371241631","21.25934768328443","-7.80618412559852","-12.414282200392336"
"HG00381","-43.1629619639134","23.713813840411603","3.1926972940564156","-14.546445698244497"
"HG00382","-31.479333970462903","22.987476856447756","6.022320898366161","-15.922579835634679"
"HG00383","-39.600206665927544","23.187427496304736","2.9875251550693065","0.09838822577148676"
"HG00384","-49.90504696406424","25.185581255005673","6.790656653698534","-7.407177410204895"
"HG00403","-36.45479378546588","21.42857167357579","2.876881699077785","-5.713743603089824"
"HG00404","-32.8676350438036","21.380838523618877","6.1741488601546735","-5.87932512734551"
"HG00406","-52.873206041404046","24.372973799705505","6.5036030755145475","-4.916901324526407"
"HG00407","-52.565106208552606","25.438781045610085","7.618147739442065","-1.0084658695850521"
"HG00409","-49.222477448754944","24.428419839125127","8.900774964946322","-9.313376533100381"
"HG00410","-42.132589873392135","25.061305391136557","6.197173051536083","0.48273292381782085"
"HG00419","-42.486254352959804","24.439195029670373","5.482955581974238","1.2204290120862424"
"HG00421","-46.41308003035374","22.23797157383524","4.554432664066553","2.0575022710254416"
"HG00422","-51.74030740233138","20.208200931549072","8.00370753183961","-9.83713352563791"
"HG00428","-40.66762686986476","22.899534742813557","11.291003580437973","-7.71731237124186"
"HG00436","-49.36018598591909","22.51390666619409","7.693186348769814","-3.723196215229109"
"HG00437","-45.58660239807796","21.577104330062866","9.692864018958062","1.3507037829840556"
"HG00442","-35.71329089184292","21.342296838760376","5.213929082266986","-8.740093777305447"
"HG00443","-45.165763492230326","21.272158574545756","3.739204085431993","-7.671778756077401"
"HG00445","-48.03362137603108","22.526758048683405","8.161621264414862","0.7534247847506776"
"HG00446","-39.15382104343735","18.931766470894217","5.6822456462541595","-2.1497799806529656"
"HG00448","-46.048692916636355","21.65111902798526","12.18648970243521","7.960723298485391"
"HG00449","-45.2034348025918","18.9856811510399","6.018732409342192","-9.430630423827097"
"HG00451","-38.90934758284129","21.75057062623091","3.495971801923588","-7.197636533994228"
"HG00452","-39.130546499975026","21.430901743471622","7.497394906822592","0.3458458411041647"
"HG00457","-44.03291693911888","22.445653553819284","5.709820540156215","-3.9422543273540214"
"HG00458","-46.80339487106539","22.972383556654677","9.550702383974567","-3.875120183918625"
"HG00463","-43.969734468497336","23.599120439961553","2.3143973958212882","-6.621791719109751"
"HG00464","-42.42874502600171","19.302689572563395","2.127733788336627","-5.11392313381657"
"HG00472","-36.57319021213334","24.178966007195413","4.766025135060772","13.549471714301035"
"HG00473","-38.12882589222863","17.15295983850956","6.105494492454454","6.205644144443795"
"HG00475","-36.35609903396107","24.348443661583588","10.425000044051558","7.391846419777721"
"HG00476","-37.83001606282778","20.81515025580302","-1.1915482813492417","-0.49089243705384433"
"HG00478","-52.82726239413023","22.267795297317207","8.361652659019455","-8.03221943450626"
"HG00479","-44.73634260217659","24.294008397730067","4.181781884049997","-13.745845476980321"
"HG00500","-45.49396942858584","20.090332956518978","7.809111339505762","-0.62483430292923"
"HG00513","-52.988096227520145","20.827646874589846","5.426904562395066","0.19679666496813297"
"HG00524","-39.08563474169932","19.926292611518875","3.074807250755839","-6.945628758985549"
"HG00525","-37.37691078148782","25.252234073821455","4.961207889020443","-1.9434991820016876"
"HG00530","-47.0484523109626","24.408575726440176","3.899460015585646","2.1754848600830883"
"HG00531","-50.01489712158218","19.924331249436364","8.948078049346805","-3.553984152036719"
"HG00533","-48.36368916661013","18.238563335034996","3.1703363890992478","-10.958618101780303"
"HG00534","-38.102582096355036","23.657138645648956","5.7864524675533175","-6.368754937429912"
"HG00536","-51.40046420553699","20.46266355435364","-0.26391752529889345","5.041626411955804"
"HG00537","-49.3871063888073","25.096882700920105","3.931397890090011","-1.7192669110372663"
"HG00542","-38.40434782556258","25.767307166708633","3.955233150627464","-10.631276095635258"
"HG00543","-46.040300608379766","25.62100396095775","5.094061062205583","-1.4326049516675994"
"HG00551","-31.848701743176207","24.533051180187613","5.101351655554026","-8.571320108138025"
"HG00553","-34.034987345919944","21.690022067865357","4.7488908094819635","0.36699211108498275"
"HG00554","-48.65180956944823","17.918062925338745","-0.6181129702599719","-3.7531869276426733"
"HG00556","-40.59147207578644","22.051272760145366","1.6162405321374536","-7.206954340683296"
"HG00557","-47.761525425943546","19.662911772727966","10.497489149682224","-3.863453574827872"
"HG00559","-43.517621619976126","20.299709127284586","3.104753830935806","-1.39017938147299"
"HG00560","-36.66674834256992","20.35180398193188","10.484109414741397","-9.692510499269702"
"HG00565","-37.300165792461485","21.25072500575334","2.0961157558485866","5.219951674807817"
"HG00566","-39.54899778601248","25.3899858945515","6.65802208147943","9.383203376317397"
"HG00580","-45.49074157816358","25.27389493305236","3.2608863263158128","1.5202359673567116"
"HG00581","-42.67905928962864","22.691793294390664","7.81059407023713","-4.27400692156516"
"HG00583","-47.075384532799944","21.96491165040061","16.707159851677716","3.623946133069694"
"HG00584","-37.20590486610308","21.51821704977192","-2.4014527193503454","2.917304896749556"
"HG00589","-44.06170664425008","23.930335380136967","1.3961787403095514","-5.566046713385731"
"HG00590","-36.929827065905556","22.839790504891425","5.679607182042673","-7.116474297363311"
"HG00592","-42.72344283538405","24.701393889728934","8.867473605787382","4.767181796720251"
"HG00593","-39.389817466260865","25.818383609643206","7.940536441281438","-9.508715657284483"
"HG00595","-43.14143401850015","23.80115649639629","6.4262548226397485","-11.375659067183733"
"HG00596","-42.02412811620161","21.564563357504085","4.508699684985913","-5.9269389600958675"
"HG00598","-39.01544196438044","21.025977939367294","8.31849252549","-5.898462390061468"
"HG00599","-42.33632659330033","22.217776810517535","4.5522271348163486","-0.8406273339642212"
"HG00607","-40.36244363966398","20.214500724105164","3.4397437255829573","3.6216913040261716"
"HG00608","-42.09109504381195","17.85294929612428","7.9957968927919865","-0.6197032805066556"
"HG00610","-49.71564813912846","20.217954732477665","4.482836521230638","-13.62949205969926"
"HG00611","-53.40918383013923","25.52052118536085","3.6842964227544144","-6.450039633084089"
"HG00613","-48.60426829836797","22.761050075292587","15.058264547493309","-10.96999886399135"
"HG00614","-43.619036026648246","24.2728725716006","1.5085931443609297","1.439053051173687"
"HG00619","-50.01161767728627","23.839020476676524","3.6786573734134436","2.313568387995474"
"HG00620","-41.547765865921974","20.898552617174573","8.69737521582283","3.986132960068062"
"HG00622","-44.51196858193725","17.609110480174422","3.4754598651779816","-1.1267329402035102"
"HG00623","-39.21248947782442","19.65153789217584","-1.4552006172016263","-9.65439269458875"
"HG00625","-49.383125480264425","18.09306511282921","8.442122815176845","-9.46266445191577"
"HG00626","-48.31456036330201","25.295660912059247","5.5564174903556705","-18.140926920925267"
"HG00628","-49.03226236719638","22.681661248207092","10.425678446074016","-2.7508358830818906"
"HG00629","-48.850914483424276","20.052542055025697","3.7542743899393827","5.70830321428366"
"HG00631","-34.92003656178713","22.617942176759243","12.280497576575726","-7.961856811423786"
"HG00632","-47.88194989913609","27.017643673345447","1.8384146904572845","-9.549755543353967"
"HG00634","-46.3018449730007","21.105742644751444","0.5604475713334978","-8.81003013253212"
"HG00637","-32.552950727171265","25.336063048802316","2.938403244363144","-3.9347400055266917"
"HG00638","-37.029319576337","24.98808560310863","3.9072548693511635","8.2560223499313"
"HG00640","-42.4008432708215","28.754419326782227","6.389830618281849","5.8522756670136005"
"HG00641","-34.118988031405024","18.935535574448295","3.9768313282402232","-2.098669863771647"
"HG00650","-46.12252065073699","22.603326179087162","9.280387263512239","-11.04411290655844"
"HG00651","-44.09227252425626","23.209354064194486","9.349063857342117","1.9354148557176813"
"HG00653","-46.68061723280698","18.07910132408142","6.908780520316213","-5.462776277447119"
"HG00654","-38.11725081154145","21.38566827774048","-0.5664041701238602","6.573344761971384"
"HG00656","-41.12746369256638","21.9406505250372","-0.12601897842250764","-4.181350808823481"
"HG00657","-38.0917399355676","27.027696132659912","10.94677389098797","-9.546812935732305"
"HG00662","-40.17978814744856","18.381095777265728","7.600690378458239","-0.44080015853978693"
"HG00663","-35.96916697383858","21.04326688684523","-8.97740640444681","-0.8247264209203422"
"HG00671","-43.426369407679886","19.93426082073711","7.91896928101778","4.243336840067059"
"HG00672","-50.228826308622956","16.374100633198395","5.601787135237828","-9.381792399683036"
"HG00674","-56.065902506001294","24.939868782646954","-1.3369391285814345","0.14196068642195314"
"HG00675","-43.66891374671832","20.69883104530163","6.261681343079545","-1.9315249668434262"
"HG00683","-41.49787790304981","22.13511047139764","7.040817273315042","-2.826554196770303"
"HG00684","-38.63696345174685","24.352857219520956","9.169933988712728","-2.7760473012458533"
"HG00689","-49.45799840381369","24.774983541108668","7.279028226155788","-3.644020693260245"
"HG00690","-38.0737354287412","26.841002580709755","9.666806136490777","-19.01825433841441"
"HG00692","-44.07492830231786","23.850179121363908","8.924766487558372","-11.634805844631046"
"HG00693","-45.17348344111815","22.560169612756","-0.42127226188313216","3.9297899026423693"
"HG00698","-46.93600183981471","19.59118716325611","6.255768362549134","-0.5823572548106313"
"HG00699","-41.73303527815733","18.786357602104545","6.081600882811472","-6.892826542956755"
"HG00701","-49.874547743820585","28.51036638021469","3.8020764037501067","-4.212561865570024"
"HG00704","-41.93006104696542","20.22334809228778","6.615416484652087","-16.45014947745949"
"HG00705","-40.92871790123172","21.426289627561346","2.2958444505929947","-4.175068542710505"
"HG00707","-43.242953245993704","22.677924210205674","4.85988294694107","7.74242078512907"
"HG00708","-46.08268243633211","26.546193568967283","5.898443780606613","-4.161492587532848"
"HG00717","-43.48632311937399","19.74528980255127","13.18849770957604","-9.210050223045982"
"HG00728","-40.38213526667096","19.762755369767547","6.2506307498551905","12.414985767100006"
"HG00729","-43.1861430706922","18.431404061382636","5.095642022788525","-4.913760879309848"
"HG00731","-36.65122311608866","24.309712609741837","-0.9354859804734588","2.083157231216319"
"HG00732","-36.9388642431004","24.730490912566893","-0.1474458551965654","11.63519233011175"
"HG00734","-42.58757633809","23.610626697540283","5.9190555738750845","3.786575056030415"
"HG00736","-35.18604915589094","21.407848202856258","6.283390899654478","-3.7206015252741054"
"HG00737","-36.41554238717072","22.787029147148132","3.3714461028575897","4.63233689928893"
"HG00739","-33.27261569490656","23.46812900272198","5.19582032202743","1.3807441864628345"
"HG00740","-34.98623272252735","25.036254903068766","-2.882291821297258","-3.118528878665529"
"HG00742","-44.76142581074964","20.788158033275977","-3.061897862004116","-10.220021517132409"
"HG00743","-38.38787491875701","22.039212118368596","-4.334425417240709","-7.460275667253882"
"HG00759","-43.50472224224359","25.571656928397715","3.5555429031373933","4.165122402715497"
"HG00766","-35.05974354199134","25.820421432843432","6.567846606718376","4.54371923150029"
"HG00844","-47.867502118693665","23.295760258566588","2.981833736761473","-5.190890674712136"
"HG00851","-35.69029466062784","26.624870298895985","2.0004770200466737","-7.317569065606222"
"HG00864","-45.706272728624754","20.306587408762425","-1.3371459887130186","-16.908704507281072"
"HG00867","-42.727776936488226","21.65470074233599","3.9822575371945277","-8.486493770964444"
"HG00879","-41.23031992628239","21.03408088441938","6.624063010793179","-4.212277396582067"
"HG00881","-42.15688164916355","22.360233281739056","3.5089537892490625","-6.822587175061926"
"HG00956","-44.352608165936545","22.425861760042608","-0.1859392374753952","-10.97545628377702"
"HG00978","-45.24543156917207","24.785540103912354","6.011066475184634","0.25591414084192365"
"HG00982","-47.617003788240254","23.000481344759464","4.772796283010393","-1.963578129769303"
"HG01028","-54.281738254241645","24.979839538922533","3.787312924861908","-3.9369789303746074"
"HG01029","-49.81580759398639","23.062356933020055","4.133340261876583","-6.365962328156456"
"HG01031","-53.95156582770869","24.61488819681108","-0.6384203330380842","-0.1177052598213777"
"HG01046","-43.96436599409208","22.593763950280845","4.21514313633088","-4.273686085711233"
"HG01047","-48.32902760594152","22.980663815164007","2.5303013001102954","-9.039004050195217"
"HG01048","-44.184250425198115","27.709354734048247","5.106313862139359","-10.585821835324168"
"HG01049","-46.777967672329396","24.542802368989214","6.8773014571052045","0.24266756826546043"
"HG01051","-45.68895103118848","23.530174136161804","-1.4942690019961447","12.739707124070264"
"HG01052","-46.83886976959184","26.102684342535213","6.093433258822188","-4.448823489714414"
"HG01054","-29.793640783056617","23.607786988839507","-0.19334851892199367","4.609302070341073"
"HG01055","-34.14903167053126","23.47543688979931","1.8515179324895144","-1.785112235462293"
"HG01058","-39.880577937699854","23.547359549207613","3.349055305006914","-14.63857295899652"
"HG01060","-40.57440978405066","24.382735710591078","0.8022506728302687","-12.134495995589532"
"HG01061","-42.36500384402461","25.50317952572368","3.5541488976450637","-1.0907509793760255"
"HG01063","-42.03483740868978","26.989887522999197","-0.8565654767444357","-14.221916224109009"
"HG01064","-35.67115868756082","25.895314786350355","3.6134779704734683","-4.723598691751249"
"HG01066","-40.73361249570735","20.855636812746525","2.409842714900151","-1.4738073165062815"
"HG01067","-43.98120106011629","28.144525229930878","0.5236953449202701","-12.024160666274838"
